Code,Days,Times,Location
13085,F,12:00-12:50p,ELH 110
13086,F,4:00- 4:50p,PCB 1300
13100,MWF,2:00- 2:50p,DBH 1100
13101,Tu,4:00- 4:50p,ELH 110
13102,Tu,5:00- 5:50p,DBH 1200
13103,Th,2:00- 2:50p,PCB 1300
13120,TuTh,3:30- 4:50p,RH 101
13121,Th,8:00- 8:50 ,PCB 1200
13122,Th,9:00- 9:50 ,PCB 1300
13123,Th,10:00-10:50 ,PCB 1300
13150,MW,8:00- 9:50 ,ET 409
13151,MW,8:00- 9:50 ,DBH 1422
13155,M,11:00-11:50 ,ET 141
13156,Tu,11:00-11:50 ,ET 141
13157,W,11:00-11:50 ,ET 141
13158,Th,11:00-11:50 ,ET 141
13159,M,11:00-11:50 ,ET 141
13160,Tu,11:00-11:50 ,ET 141
13161,W,11:00-11:50 ,ET 141
13162,Th,11:00-11:50 ,ET 141
13165,MW,8:00- 9:50 ,ET 137
13166,TuTh,8:00- 9:50 ,ET 137
13180,TuTh,11:00-12:20p,HIB 100
13181,M,3:00- 3:50p,PCB 1300
13182,M,4:00- 4:50p,PCB 1300
13183,F,9:00- 9:50 ,PSCB 140
13184,M,2:00- 2:50p,PCB 1300
13185,F,2:00- 2:50p,PCB 1300
13250,MW,8:00- 9:20 ,ICS 213
13251,MW,9:30-10:20 ,ICS 213
13253,MW,10:30-11:50 ,ICS 213
13254,MW,12:00-12:50p,ICS 213
13256,MW,2:00- 3:20p,ICS 213
13257,MW,3:30- 4:20p,ICS 213
13259,TuTh,7:30- 8:50p,ALP 2200
13260,TuTh,6:30- 7:20p,ALP 2200
13262,MW,7:30- 8:50p,ALP 2500
13263,MW,6:30- 7:20p,ALP 2500
13265,TuTh,8:00- 9:20 ,ICS 213
13266,TuTh,9:30-10:20 ,ICS 213
13268,TuTh,10:30-11:50 ,ICS 213
13269,TuTh,12:00-12:50p,ICS 213
13271,TuTh,1:00- 2:20p,ICS 213
13272,TuTh,2:30- 3:20p,ICS 213
13275,MW,12:30- 1:20p,HH 143
13280,TuTh,3:00- 3:50p,SSL 159
13281,TuTh,4:00- 4:50p,SSL 159
13283,TuTh,11:00-12:20p,HH 220
13284,TuTh,12:30- 1:20p,HH 220
13286,MW,12:30- 1:50p,DBH 1431
13287,MW,2:00- 2:50p,DBH 1431
13470,M,6:00- 8:50p,DBH 1300
13473,TuTh,5:00- 6:20p,ET 549
15400,MWF,9:00- 9:50 ,RH 101
15401,W,4:00- 5:50p,ELH 110
15402,W,6:00- 7:50p,ELH 110
15403,Th,6:00- 7:50p,ELH 110
15410,TuTh,5:00- 6:20p,ELH 100
15411,W,2:00- 2:50p,PCB 1300
15412,Th,8:00- 8:50 ,MSTB 120
15413,F,10:00-10:50 ,ELH 110
15414,F,11:00-11:50 ,ELH 110
15415,F,12:00-12:50p,ELH 110
15416,F,4:00- 4:50p,PCB 1300
15420,MWF,8:00- 8:50 ,ALP 1600
15421,Th,1:00- 1:50p,PCB 1300
15422,Th,3:00- 3:50p,PCB 1300
15430,TuTh,3:30- 4:50p,RH 101
15431,Th,8:00- 8:50 ,PCB 1200
15432,Th,9:00- 9:50 ,PCB 1300
15433,Th,10:00-10:50 ,PCB 1300
15441,M,12:00-12:50p,MSTB 224
15445,MW,7:00- 8:20p,RH 101
15446,F,9:00- 9:50 ,ET 201
15447,F,10:00-10:50 ,ET 201
15448,Th,10:00-10:50 ,ET 201
15449,Th,1:00- 1:50p,MSTB 224
15454,F,2:00- 2:50p,ICS 213
15455,F,4:00- 4:50p,SSTR 101
15456,F,5:00- 5:50p,SSTR 101
15461,TuTh,8:00- 9:20 ,HH 178
15462,F,8:00- 8:50 ,SSTR 101
15463,F,9:00- 9:50 ,SSTR 101
15464,F,10:00-10:50 ,DBH 1200
15465,F,12:00-12:50p,DBH 1200
15471,M,8:00- 9:50 ,ELF 148A
15472,M,10:00-11:50 ,ELF 148A
15473,Tu,12:00- 1:50p,ELF 148A
15474,Tu,10:00-11:50 ,ELF 148A
15475,W,8:00- 9:50 ,ELF 148A
15476,W,10:00-11:50 ,ELF 148A
15477,Th,12:00- 1:50p,ELF 148A
15478,Th,10:00-11:50 ,ELF 148A
15479,F,1:00- 2:50p,ELF 148A
15500,TuTh,3:30- 4:50p,ALP 1700
15501,M,3:00- 3:50p,SSTR 101
15502,M,4:00- 4:50p,ICS 180
15520,MWF,2:00- 2:50p,SSPA 1100
15521,Tu,5:00- 5:50p,PCB 1300
15522,Th,6:00- 6:50p,PCB 1300
15523,W,4:00- 4:50p,PCB 1300
15524,F,3:00- 3:50p,PCB 1300
15526,Tu,1:00- 1:50p,ET 301
15527,Tu,2:00- 2:50p,ET 301
15528,Tu,3:00- 3:50p,ET 301
15529,Th,1:00- 1:50p,ET 301
15530,Th,2:00- 2:50p,ET 301
15531,Th,3:00- 3:50p,ET 301
15532,Th,4:00- 4:50p,ET 301
15550,TuTh,9:30-10:50 ,SH 128
15551,Tu,1:00- 1:50p,MSTB 120
15570,MW,3:30- 4:50p,MDE AUD
15580,TuTh,5:00- 6:20p,ALP 2300
15582,Th,7:00- 8:20p,MSTB 224
15583,W,8:30- 9:50p,MSTB 224
15584,F,8:00- 9:20 ,MSTB 224
15591,F,1:30- 2:50p,MDE AUD
15931,M,12:00-12:50p,MSTB 224
15940,MW,11:00-12:20p,AIRB 1030
15955,TuTh,3:30- 4:50p,DBH 1422
15960,TuTh,3:30- 4:50p,SSL 119
15965,MW,11:00-12:20p,DBH 1422
15970,MWF,1:00- 1:50p,ALP 1110
15975,MW,2:00- 3:20p,DBH 1425
15980,TuTh,9:30-10:50 ,SH 128
15981,Th,1:00- 1:50p,MSTB 120
15985,MW,3:30- 4:50p,MDE AUD
15986,MW,5:00- 5:50p,DBH 1431
15990,TuTh,2:00- 3:20p,PSCB 120
16100,F,1:30- 2:50p,MDE AUD
16300,TuTh,11:00-12:20p,SSTR 101
16302,TuTh,3:30- 4:50p,ICS 213
17900,TuTh,3:30- 4:50p,ALP 2300
17901,Tu,1:00- 1:50p,PCB 1300
17902,Tu,2:00- 2:50p,PCB 1300
17903,W,3:00- 3:50p,ELH 110
17904,Th,11:00-11:50 ,PCB 1300
17905,Th,12:00-12:50p,PCB 1300
17910,TuTh,5:00- 6:20p,ELH 100
17911,W,2:00- 2:50p,PCB 1300
17912,Th,8:00- 8:50 ,MSTB 120
17913,F,10:00-10:50 ,ELH 110
17914,F,11:00-11:50 ,ELH 110
17915,F,12:00-12:50p,ELH 110
17916,F,4:00- 4:50p,PCB 1300
17920,Th,7:00- 9:50p,ELH 100
17921,Th,4:00- 5:50p,PCB 1300
17922,Tu,6:00- 7:50p,MSTB 224
17923,Tu,8:00- 9:50p,MSTB 224
17924,W,5:00- 6:50p,MSTB 224
17930,TuTh,8:00- 9:20 ,SH 134
17931,F,8:00- 9:50 ,ET 537
17932,F,11:00-12:50p,ET 537
17933,F,2:00- 3:50p,ET 537
17934,Th,2:00- 3:50p,ET 537
17945,TuTh,3:30- 4:50p,RH 101
17946,Th,8:00- 8:50 ,PCB 1200
17947,Th,9:00- 9:50 ,PCB 1300
17948,Th,10:00-10:50 ,PCB 1300
17955,MW,5:00- 6:20p,SSPA 1100
17957,F,3:00- 3:50p,MSTB 118
17958,W,6:30- 7:20p,SSL 270
18061,W,5:00- 6:50pF 5:00- 5:50p,ICS 213ICS 213
18063,W,7:00- 7:50p,DBH 1200
18071,TuTh,12:30- 1:50p,MDE AUD
18073,F,11:00-11:50 ,DBH 1431
18260,MWF,3:00- 3:50p,DBH 1100
18261,W,8:00- 9:50 ,ET 304
18262,W,10:00-11:50 ,ET 304
18263,W,5:00- 6:50p,ET 304
18264,W,1:00- 2:50p,ET 304
18265,Th,8:00- 9:50 ,ET 304
18266,Th,10:00-11:50 ,ET 304
18267,F,10:00-11:50 ,ET 304
18268,F,1:00- 2:50p,ET 304
18280,MW,9:30-10:50 ,PCB 1300
18281,F,12:00-12:50p,PCB 1300
18284,Tu,8:00-10:50 ,ELF 134
18285,Tu,11:00- 1:50p,ELF 134
18286,Tu,2:00- 4:50p,ELF 134
18287,Th,11:00- 1:50p,ELF 134
18288,Th,2:00- 4:50p,ELF 134
18289,F,8:00-10:50 ,ELF 134
18300,TuTh,8:00- 9:20 ,SSL 270
18301,W,9:00- 9:50 ,DBH 1300
18302,F,1:00- 1:50p,DBH 1200
18310,MW,2:00- 3:20p,MDE AUD
18311,M,8:00- 8:50 ,DBH 1200
18313,M,4:00- 4:50p,RH 192
18320,MWF,10:00-10:50 ,EH 1200
18321,M,5:00- 5:50p,SSTR 101
18322,M,6:00- 6:50p,SSTR 101
18324,Th,3:00- 3:50p,SSTR 101
18325,W,5:00- 5:50p,MSTB 120
18326,W,6:00- 6:50p,MSTB 120
18335,MWF,1:00- 1:50p,DBH 1600
18336,F,8:00- 8:50 ,DBH 1300
18338,F,3:00- 3:50p,DBH 1200
18345,TuTh,5:00- 6:20p,SSLH 100
18347,M,10:00-10:50 ,MSTB 118
18348,M,11:00-11:50 ,MSTB 118
18349,M,3:00- 3:50p,ICS 180
18351,F,3:00- 3:50p,DBH 1500
18352,F,4:00- 4:50p,DBH 1500
18360,MW,5:00- 6:50p,RH 101
18361,F,5:00- 5:50p,ELH 110
18362,F,6:00- 6:50p,ELH 110
18363,Th,4:00- 4:50p,ELH 110
18370,TuTh,11:00-12:20p,HIB 100
18371,M,3:00- 3:50p,PCB 1300
18372,M,4:00- 4:50p,PCB 1300
18373,F,9:00- 9:50 ,PSCB 140
18374,M,2:00- 2:50p,PCB 1300
18375,F,2:00- 2:50p,PCB 1300
18380,Tu,2:00- 2:50p,ET 549
18381,Tu,3:00- 3:50p,ET 549
18382,Tu,4:00- 4:50p,ET 549
18383,W,2:00- 2:50p,ET 549
18384,W,3:00- 3:50p,ET 549
18385,W,4:00- 4:50p,ET 549
18386,Th,2:00- 2:50p,ET 549
18387,Th,4:00- 4:50p,ET 549
18395,MWF,4:00- 4:50p,RH 101
18396,W,1:00- 1:50p,ET 549
18397,Th,1:00- 1:50p,ET 549
18398,F,9:00- 9:50 ,ET 549
18410,TuTh,2:00- 3:20p,HSLH 100A
18411,M,9:00- 9:50 ,MSTB 224
18412,M,12:00-12:50p,MSTB 224
18413,M,1:00- 1:50p,MSTB 224
18414,Tu,11:00-11:50 ,MSTB 224
18611,Tu,9:00- 9:50 ,DBH 1423
18614,Tu,10:00-10:50 ,DBH 1423
18616,Tu,12:00-12:50p,DBH 1425
18618,Th,6:00- 6:50p,DBH 1425
18688,TuTh,12:30- 1:50p,MDE AUD
18694,W,5:00- 6:50pF 5:00- 5:50p,HH 224HH 210
18965,TuTh,5:00- 6:20p,SSL 248
18970,TuTh,12:30- 1:50p,SSTR 101
18980,MW,2:00- 3:20p,HH 220
18981,F,2:00- 2:50p,DBH 1422
18985,MW,11:00-12:20p,SSTR 101
18990,MW,5:00- 6:20p,ET 201
18995,TuTh,2:00- 3:20p,DBH 1422
19005,TuTh,9:30-10:50 ,DBH 1431
19010,TuTh,8:00- 9:20 ,ELH 110
19014,TuTh,12:30- 1:50p,DBH 1431
19020,TuTh,3:30- 4:50p,HH 220
19175,TuTh,2:00- 3:20p,DBH 1427
19177,TuTh,2:00- 3:20p,SSL 119
19180,MW,3:30- 4:50p,SSL 119
19305,F,10:30-11:50 ,MDE AUD
19371,W,6:00- 8:50p,DBH 1420
19392,MW,4:00- 5:20p,DBH 1425
80656,W,2:00- 3:20p,SST 107
24008,W,10:00-10:50 ,HH 118
24011,W,12:00-12:50p,ALP 1120
24012,F,12:00-12:50p,ALP 1120
24013,F,12:00-12:50p,HH 105
24035,TuTh,9:30-10:50 ,SSTR 101
24046,TuTh,11:00-12:20p,HH 105
39903,W,12:30- 3:20p,SB2 122
39904,W,8:00-10:50 ,SB2 122
39910,M,8:00-10:50 ,SB2 117
39911,M,12:30- 3:20p,SB2 117
39912,M,12:30- 3:20p,SB2 122
39913,M,8:00-10:50 ,SB2 122
39916,W,8:00-10:50 ,SB2 117
39917,W,12:30- 3:20p,SB2 117
24800,MWF,9:00- 9:50 ,HH 236
24801,MWF,10:00-10:50 ,HH 236
24802,MWF,11:00-11:50 ,HH 236
24803,MWF,12:00-12:50p,HH 236
24804,MWF,1:00- 1:50p,HH 118
24805,MWF,11:00-11:50 ,HH 112
24843,MTuWTh,10:00-10:50 ,ALP 1120
24887,TuTh,11:00-12:20p,HH 242
24922,TuTh,4:00- 5:20p,ALP 1120
24943,TuTh,9:30-10:50 ,HH 118
24946,TuTh,2:00- 3:20p,HH 220
35400,TuTh,6:30- 7:50p,ON LINE
35420,TuTh,11:00-12:20p,ALP 1300
35430,TuTh,3:30- 4:50p,SE2 1304
35440,TuTh,2:00- 3:20p,SSLH 100
35480,MW,2:00- 3:20p,ICS 174
35490,W,5:00- 7:50p,ALP 1600
25600,MWF,11:00-11:50 ,ALP 1100
25601,MWF,10:00-10:50 ,HH 112
25635,MTuWF,9:00- 9:50 ,DBH 1429
25741,MWF,1:00- 1:50p,HICF 100Q
26100,TuTh,9:30-10:50 ,ALP 2100
26310,MW,12:00- 1:50pF 12:00-12:50p,SSTR 102SSTR 102
26335,MWF,9:00- 9:50 ,SSTR 102
26510,TuTh,9:30-10:50 ,HG 1800
26511,Tu,11:00-11:50 ,SST 122
26512,Tu,12:00-12:50p,SST 122
26513,Tu,1:00- 1:50p,SST 122
26514,Tu,2:00- 2:50p,SST 122
26530,MW,12:30- 1:50p,ELH 100
26531,Th,11:00-11:50 ,SST 238
26532,Th,12:00-12:50p,SST 238
26533,F,9:00- 9:50 ,SST 238
26534,F,10:00-10:50 ,SST 238
26535,F,11:00-11:50 ,SST 238
26536,F,12:00-12:50p,SST 238
26550,MWF,12:00-12:50p,SSH 100
26551,Th,8:00- 8:50 ,HICF 100K
26552,Th,9:00- 9:50 ,HICF 100K
26553,Th,10:00-10:50 ,HICF 100K
26554,Th,11:00-11:50 ,HICF 100K
26555,Th,4:00- 4:50p,HICF 100M
26556,Th,5:00- 5:50p,HICF 100M
26570,TuTh,11:00-12:20p,SH 174
26590,MWF,10:00-10:50 ,SSPA 1100
26591,M,11:00-11:50 ,SST 122
26592,M,12:00-12:50p,SST 122
26593,M,1:00- 1:50p,SST 122
26594,M,2:00- 2:50p,SST 122
26595,W,11:00-11:50 ,SST 122
26596,W,12:00-12:50p,SST 122
26600,MWF,11:00-11:50 ,PCB 1100
26601,Tu,2:00- 2:50p,HICF 100Q
26602,Tu,3:00- 3:50p,HICF 100Q
26603,W,9:00- 9:50 ,HICF 100Q
26604,W,10:00-10:50 ,HICF 100Q
26605,Th,3:00- 3:50p,HICF 100Q
26606,Th,4:00- 4:50p,HICF 100Q
26610,MWF,12:00-12:50p,HIB 100
26611,M,1:00- 1:50p,HICF 100K
26612,M,2:00- 2:50p,HICF 100K
26613,M,3:00- 3:50p,HICF 100K
26614,M,4:00- 4:50p,HICF 100K
26615,W,9:00- 9:50 ,SST 122
26616,W,10:00-10:50 ,SST 122
26617,F,10:00-10:50 ,HH 143
26618,F,11:00-11:50 ,HH 143
26620,MWF,1:00- 1:50p,HIB 100
26621,M,2:00- 2:50p,HH 105
26622,M,3:00- 3:50p,HH 105
26623,W,10:00-10:50 ,HH 143
26624,W,11:00-11:50 ,HH 143
26625,W,2:00- 2:50p,HH 105
26626,W,3:00- 3:50p,HH 105
26640,MWF,11:00-11:50 ,HG 1800
26641,W,12:00-12:50p,HICF 100K
26642,W,1:00- 1:50p,HICF 100K
26643,W,2:00- 2:50p,HICF 100K
26644,W,3:00- 3:50p,HICF 100K
26660,TuTh,2:00- 3:20p,HG 1800
26661,W,1:00- 1:50p,SST 122
26662,W,2:00- 2:50p,SST 122
26663,W,3:00- 3:50p,SST 122
26664,W,4:00- 4:50p,SST 122
26666,MWF,9:00- 9:50 ,HIB 110
26670,TuTh,8:00- 9:20 ,HIB 110
26671,Tu,10:00-10:50 ,HICF 100K
26672,Tu,11:00-11:50 ,HICF 100K
26700,Th,11:00- 1:50p,KH 126
26710,TuTh,9:30-10:50 ,KH 126
26730,TuTh,11:00-12:20p,HH 105
26750,TuTh,2:00- 3:20p,HH 143
26760,TuTh,2:00- 3:20p,HH 262
26770,TuTh,12:30- 1:50p,HH 105
26800,TuTh,9:30-10:50 ,HH 105
26805,TuTh,5:00- 6:20p,HH 254
26818,MWF,1:00- 1:50p,SST 238
26820,TuTh,11:00-12:20p,HH 143
26830,TuTh,8:00- 9:20 ,HH 105
26850,MWF,1:00- 1:50p,SSL 140
26851,M,9:00- 9:50 ,SSL 145
26852,M,12:00-12:50p,SSPA 1170
26853,F,10:00-10:50 ,HH 118
26860,MWF,11:00-11:50 ,SSL 228
26861,Tu,10:00-10:50 ,SSL 145
26862,W,9:00- 9:50 ,SSL 145
26863,F,1:00- 1:50p,SSL 206
26900,TuTh,9:30-10:50 ,SST 122
26920,W,1:00- 3:50p,KH 126
26940,Tu,11:00- 1:50p,KH 126
26960,W,1:00- 1:50p,KH 126
27005,Tu,1:00- 3:50p,KH 300E
27010,M,4:00- 6:50p,KH 126
27020,W,1:00- 3:50p,KH 300E
27030,W,4:00- 6:50p,KH 126
27045,Th,4:00- 6:50p,KH 126
27055,Th,1:00- 3:50p,KH 200E
27075,Tu,4:00- 6:50p,KH 300E
27600,MWF,9:00- 9:50 ,BS3 1200
27601,MWF,2:00- 2:50p,ALP 1110
27602,MWF,3:00- 3:50p,HH 232
27603,MWF,4:00- 4:50p,HH 232
27604,MWF,11:00-11:50 ,HH 214
27605,MWF,3:00- 3:50p,RH 190
27606,MWF,1:00- 1:50p,HH 224
27607,MWF,4:00- 4:50p,ALP 2700
27700,MWF,11:00-11:50 ,BS3 1200
27701,MWF,1:00- 1:50p,RH 190
27702,MWF,2:00- 2:50p,RH 190
27703,MWF,5:00- 5:50p,HH 242
27704,MWF,4:00- 4:50p,RH 190
27705,MWF,1:00- 1:50p,HH 214
27706,MWF,2:00- 2:50p,HH 214
27800,TuTh,9:30-10:50 ,ALP 1300
27801,TuTh,11:00-12:20p,ALP 1110
27802,TuTh,12:30- 1:50p,HH 224
27804,TuTh,3:30- 4:50p,HH 236
27805,TuTh,2:00- 3:20p,HH 224
27806,TuTh,5:00- 6:20p,HH 224
27807,TuTh,12:30- 1:50p,RH 190
27808,TuTh,2:00- 3:20p,RH 190
27809,TuTh,3:30- 4:50p,RH 190
27810,TuTh,12:30- 1:50p,HH 242
27811,TuTh,5:00- 6:20p,HH 236
27900,MWF,9:00- 9:50 ,BS3 1200
27901,MW,1:00- 2:50p,HH 242
27902,MW,3:00- 4:50p,HH 242
27903,MW,3:00- 4:50p,HH 224
27910,MWF,11:00-11:50 ,BS3 1200
27911,MW,2:00- 3:50p,HH 236
27912,MW,4:00- 5:50p,HH 236
27920,TuTh,9:30-10:50 ,ALP 1300
27921,TuTh,1:00- 2:50p,HH 232
27922,TuTh,3:00- 4:50p,HH 232
28100,MWF,9:00- 9:50 ,BS3 1200
28101,MWF,2:00- 2:50p,HH 224
28102,MWF,11:00-11:50 ,ALP 1110
28103,MWF,1:00- 1:50p,ALP 2700
28104,MWF,2:00- 2:50p,ALP 2700
28105,MW,1:00- 2:20p,HH 207
28106,MWF,1:00- 1:50p,HH 220
28110,MWF,11:00-11:50 ,BS3 1200
28111,MWF,1:00- 1:50p,HH 232
28112,MWF,2:00- 2:50p,HH 232
28113,MWF,3:00- 3:50p,ALP 2700
28114,MWF,3:00- 3:50p,HH 214
28115,MWF,4:00- 4:50p,HH 214
28120,TuTh,9:30-10:50 ,ALP 1300
28121,TuTh,12:30- 1:50p,HH 214
28122,TuTh,2:00- 3:20p,HH 214
28123,TuTh,3:30- 4:50p,HH 214
28124,TuTh,12:30- 1:50p,ALP 1110
28125,TuTh,3:30- 4:50p,HH 224
28126,TuTh,2:00- 3:20p,HH 236
28127,TuTh,2:00- 3:20p,HH 242
28128,TuTh,3:30- 4:50p,HH 242
28190,Th,2:00- 3:20p,SST 220B
28255,W,9:00-11:50 ,KH 126
28260,Th,1:00- 3:50p,KH 300E
28270,Tu,4:00- 6:50p,KH 126
28402,W,2:00- 3:20p,HIB 146
28600,W,2:00- 4:50p,HIB 246
28602,Tu,12:00- 1:50p,HIB 137
28656,Th,11:00- 1:50p,HIB 341
28657,Tu,2:00- 4:50p,HIB 469
28658,W,3:00- 5:50p,HG 2200
28671,F,1:00- 3:50p,KH 300E
28785,F,2:00- 3:20p,ON LINE
36000,TuTh,12:30- 1:50p,ALP 1300
36001,F,11:00-11:50 ,ICS 180
36002,F,12:00-12:50p,ICS 180
36003,F,1:00- 1:50p,ICS 180
36004,F,2:00- 2:50p,ICS 180
36005,F,3:00- 3:50p,ICS 180
36006,F,4:00- 4:50p,ICS 180
36010,TuTh,3:30- 4:50p,HIB 100
36011,F,9:00- 9:50 ,PCB 1200
36012,F,10:00-10:50 ,PCB 1200
36013,F,11:00-11:50 ,PCB 1200
36014,F,12:00-12:50p,PCB 1200
36015,F,1:00- 1:50p,PCB 1200
36016,F,2:00- 2:50p,PCB 1200
36040,TuTh,11:00-12:20p,ALP 2700
36060,TuTh,8:00- 9:20 ,HIB 100
36062,M,2:00- 2:50p,ICS 192
36063,M,3:00- 3:50p,ICS 192
36064,W,2:00- 2:50p,ICS 192
36065,W,3:00- 3:50p,ICS 192
36066,F,2:00- 2:50p,ICS 192
36067,F,3:00- 3:50p,ICS 192
36080,TuTh,6:30- 7:50p,SSH 100
36090,M,5:00- 7:50p,SSL 270
36110,TuTh,12:30- 1:50p,BS3 1200
36111,F,10:00-10:50 ,DBH 1300
36112,F,11:00-11:50 ,DBH 1300
36113,F,12:00-12:50p,DBH 1300
36114,F,1:00- 1:50p,DBH 1300
36115,F,2:00- 2:50p,DBH 1300
36116,F,3:00- 3:50p,DBH 1300
36150,TuTh,11:00-12:20p,EH 1200
36151,M,11:00-11:50 ,ALP 2100
36152,M,12:00-12:50p,ALP 2200
36153,M,1:00- 1:50p,ALP 2200
36154,M,2:00- 2:50p,ALP 2200
36155,M,3:00- 3:50p,ALP 2200
36156,M,4:00- 4:50p,ALP 2200
36170,TuTh,5:00- 6:20p,ALP 1300
36171,F,10:00-10:50 ,ALP 2100
36172,F,11:00-11:50 ,ALP 2100
36173,F,12:00-12:50p,ALP 2100
36174,F,1:00- 1:50p,ALP 2100
36191,W,3:00- 3:50p,SE2 1304
36192,W,4:00- 4:50p,SE2 1304
36193,W,5:00- 5:50p,SE2 1304
36194,W,6:00- 6:50p,SE2 1304
36200,TuTh,12:30- 1:50p,HIB 100
36210,TuTh,3:30- 4:50p,SSLH 100
36230,TuTh,2:00- 3:20p,DBH 1100
36232,W,10:00-10:50 ,SE 101
36250,MWF,2:00- 2:50p,ALP 2500
36260,TuTh,2:00- 3:20p,HIB 100
36280,MW,3:30- 4:50p,MSTB 118
36500,TuTh,2:00- 3:20p,DBH 1300
36580,TuTh,9:30-10:50 ,DBH 1300
36582,F,12:00-12:50p,DBH 1423
36600,MW,9:30-10:50 ,PCB 1200
36620,TuTh,3:30- 4:50p,ALP 1100
36675,W,5:00- 7:50p,DBH 1427
36727,TuTh,11:00-12:20p,DBH 1423
64000,TuTh,11:00-12:20p,SSLH 100
64001,M,9:00- 9:50 ,SST 122
64002,M,10:00-10:50 ,SST 122
64003,M,11:00-11:50 ,SSTR 100
64005,Tu,5:00- 5:50p,SST 120
64006,W,9:00- 9:50 ,SSL 129
64009,W,5:00- 5:50p,SST 122
64010,W,6:00- 6:50p,SST 122
64011,Th,1:00- 1:50p,SST 122
64012,Th,5:00- 5:50p,SST 120
64013,F,9:00- 9:50 ,SST 122
64020,Tu,7:00- 9:50p,SSLH 100
64023,M,5:00- 5:50p,SST 122
64024,M,6:00- 6:50p,SST 122
64030,W,12:00-12:50p,SST 120
64031,Th,11:00-11:50 ,SST 122
64032,Th,12:00-12:50p,SST 122
64033,F,12:00-12:50p,SST 122
64034,F,1:00- 1:50p,SST 122
64035,F,5:00- 5:50p,SST 122
64040,TuTh,9:30-10:50 ,SH 134
64051,Tu,6:00- 6:50p,SE2 1304
64052,Tu,7:00- 7:50p,SE2 1304
64053,Tu,8:00- 8:50p,SE2 1304
64054,W,12:00-12:50p,SH 128
64055,W,1:00- 1:50p,SH 128
64056,F,1:00- 1:50p,SE2 1304
64057,F,2:00- 2:50p,SE2 1304
64058,F,3:00- 3:50p,SE2 1304
64060,MWF,11:00-11:50 ,ALP 2300
64062,Tu,10:00-10:50 ,SSL 171
64063,Tu,3:00- 3:50p,SSL 206
64064,Tu,4:00- 4:50p,SSL 105
64065,Th,10:00-10:50 ,SSL 119
64066,Th,11:00-11:50 ,SSL 206
64067,Th,2:00- 2:50p,SSTR 100
64068,M,2:00- 2:50p,ALP 1100
64069,F,1:00- 1:50p,SSL 122
64090,TuTh,11:00-12:20p,SSL 228
64130,TuTh,12:30- 1:50p,SST 220B
64290,TuTh,9:30-10:50 ,SSL 228
64460,TuTh,9:30-10:50 ,DBH 1200
64515,MWF,1:00- 1:50p,SSL 140
64516,M,9:00- 9:50 ,SSL 145
64517,M,12:00-12:50p,SSPA 1170
64518,F,10:00-10:50 ,HH 118
64520,MWF,11:00-11:50 ,SSL 228
64521,Tu,10:00-10:50 ,SSL 145
64522,W,9:00- 9:50 ,SSL 145
64523,F,1:00- 1:50p,SSL 206
64525,TuTh,3:30- 4:50p,DBH 1200
